Número de catálogo,Autor,Título,Fecha,Técnica,Soporte,Dimensión,Serie,Procedencia,UrlImagen
P002053,El Bosco(Taller de),La Creación,Siglos XV - XVI,Óleo,Tabla,Alto:188cm.;Ancho:77cm.,None,"Colección Real (Palacio Real del Buen Retiro, Madrid, 1794, nº 997; Real Monasterio de San Lorenzo, El Escorial, Madrid, Iglesia Vieja, 1839)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b5/b5cb/b5cb7209-0009-4b8f-ab20-d6db0617a9fa/e3e1d8f0-71c0-456d-8abb-8bae30d65aa1_832.jpg
P002216,"Wertingen, Hans(Atribuido a)","Federico III, emperador de Alemania",Siglos XV - XVI,Óleo,Tabla,Alto:47cm.;Ancho:32cm.,None,"Colección Real (Palacio del Buen Retiro, Madrid, cuarto del infante don Luis-pinturas apeadas, 1772, ¿nº 786?; Buen Retiro, 1794, nº 1091).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5f/5f65/5f65e03c-f543-4af7-899e-ce117422d0ac/b8f17b60-2c39-41ea-a7f2-4ab449725e08_832.jpg
P003111,"Gener, Guerau;Peris, Gonçal",Santo Domingo de Guzmán y cuatro santos,1405,Temple,Tabla,Alto:155cm.;Ancho:87cm.,None,"Colección Yakichiro Suma, 1962; adquirido por Junta de Exportación en 1962; asignado al Museo N. del Prado en 1965.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/bb/bb9e/bb9e8417-4ea8-4e8e-8dbe-adc9b07e829e/a0e49caf-4ec9-4389-b4fd-9d44f94c28eb_832.jpg
P008106,Colart de Laon(?),La Oración en el huerto con el donante Luis I de Orleans,1405 - 1408,Temple graso,Tabla de madera de roble,"Alto:47cm.;Ancho:33,5cm.;Alto con marco:56,5cm.;Ancho con marco:42cm.",None,"Colección Salazar, Vitoria, 1960; Colección privada hasta  2012; Adquirido por el Museo del Prado en la Sala Sotheby's de Madrid, 2012.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/e0/e095/e095e622-a8c8-47c9-979f-de9dbd40d1bf/7c2a5741-490e-4758-beb2-28165639b032_832.jpg
P002707,"Peris, Gonçal(Atribuido a)",La Virgen con el Niño,Hacia  1410,Técnica mixta;Temple,Tabla,Alto:161cm.;Ancho:92cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/df/df72/df72ec7b-2aca-40b0-ab4b-296f96b002e7/57509678-4d3e-4a9a-83ad-06d8e4ba4985_832.jpg
P002532,"Peris, Antoni",Nuestra Señora de Gracia y los grandes maestres de Montesa,Hacia  1412,Temple,Tabla,Alto:128cm.;Ancho:105cm.,"Retablo de la iglesia del Castillo de Montesa, Valencia","Donación marqués de Laurencín, 1920.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/a8/a862/a862dbc5-7c08-4c65-84dd-b4b21a16e49f/7515fe74-c526-4490-9a6e-326e6e589306_832.jpg
P007809,"Lembrí, Pere(?)",La Virgen de la Leche con el Niño entre san Bernardo de Claraval y san Benito,1410 - 1415,Dorado;Temple,Tabla,Alto:192cm.;Ancho:107cm.,None,"Colección Garnelo, Madrid; Colección Batlló, Barcelona; Colección particular, Barcelona; Adquirido en Christies en 2002.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9b/9b37/9b376cb9-cb0b-4fb1-80c2-12da1fdd09f6/cc369e4d-79ca-4158-a8af-91be6ab599b2_832.jpg
P001336,"Sevilla, Juan de(Autor de la obra original);Juan Soreda(Retocado por)",Retablo de San Juan Bautista y Santa Catalina,1410 - 1425 (Obra original); 1510 - 1523 (Repintes de los rostros),Óleo;Temple,Tabla,Alto:161cm.;Ancho:155cm.,None,"Catedral de Sigüenza, Capilla de San Juan Bautista y Santa Catalina, hasta 1922; la tabla central procede de la colección de Wenceslao Retana, h. 1922-1924; por herencia pasó a su hijo Álvaro Retana, 1924-1929; adquirida por el Patronato del Tesoro Artístico con destino al Museo del Prado, 1929-1930. Las cuatro tablas laterales fueron compradas por el Museo del Prado, con sus propios fondos, al anticuario Sánchez Villalba, en 1930",https://content3.cdnprado.net/imagenes/Documentos/imgsem/4e/4e20/4e201004-f7ea-48b0-a87c-5f08b3e772eb/67d10bd6-aff3-45c9-816f-3dcfd2f14dcf_832.jpg
P001321,"Rodríguez de Toledo, Juan",Retablo del arzobispo don Sancho de Rojas,1415 - 1420,Temple,Tabla de madera de pino,Alto:532cm.;Ancho:618cm.,"Retablo de la iglesia de San Román de la Hornija, Valladolid","Fue retablo en San Benito de Valladolid, que precedió al de Alonso de Berruguete (siglo XVI). Pasó a la iglesia parroquial de San Román de Hornija, Valladolid, hasta 1928. Adquirido para el Museo del Prado ese mismo año.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ca/caa3/caa32b8f-0dc3-4e0f-ba92-236849ec5e5b/4564cabc-899b-49d7-b31a-280bf619dc5e_832.jpg
P002677,"Borrassà, Luis",San Hipólito repone la pierna al boyero Pedro,1419 - 1421,Técnica mixta,Tabla,Alto:69cm.;Ancho:62cm.,None,"Capilla de San Lorenzo de la catedral de Barcelona; Legado Pablo Bosch y Barrau, 1916.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/7c/7c4e/7c4ef1a6-50c1-41b9-8cbc-7fbe82a38d1f/2ca62e79-6f5a-4d64-a7f4-2c637cf419b3_832.jpg
P001915,"Campin, Robert",La Anunciación,1420 - 1425,Óleo,Tabla de madera de roble,Alto:76cm.;Ancho:70cm.,None,"Colección Real (Adquirida por Felipe II a Jacome Trezzo; Monasterio de El Escorial, Madrid, 1584; Oratorio de la enfermería, 1839)",https://content3.cdnprado.net/imagenes/Documentos/imgsem/52/52a6/52a6820f-892a-4796-b99e-d631ef17e96a/b7e1c5ba-0ad6-4706-8640-543999b27e9e_832.jpg
P001887,"Campin, Robert",Los Desposorios de la Virgen,1420 - 1430,Grisalla;Óleo,Tabla de madera de roble,Alto:77cm.;Ancho:88cm.,None,Colección Real,https://content3.cdnprado.net/imagenes/Documentos/imgsem/6f/6f30/6f303c39-3d03-4d48-8bb0-ffe162d017dd/b9ff7e25-3822-4921-88c0-888580c31866_832.jpg
P008233,"Angelico, Fra",La Virgen de la granada,Hacia  1426,Temple,Tabla,Alto:87cm.;Ancho:59cm.,None,"Carlos Miguel Fitz-James Struart y Silva, XIV duque de Alba, Florencia, 1817; Colección Casa de Alba, 1817- 2016; adquirido, con la colaboración de la Fundación Amigos del Museo del Prado, en 2016",https://content3.cdnprado.net/imagenes/Documentos/imgsem/61/61b6/61b654df-1de2-483f-88bb-404f37747d4a/4de0d89b-a89d-4649-931f-f6a2ec2f0b6a_832.jpg
P000015/001,"Angelico, Fra",La Anunciación,Hacia  1426,Témpera,Tabla,"Alto:162,3cm.;Ancho:191,5cm.",None,"Convento de Santo Domingo, Fiesole, 1425/28-1611; Mario Farnese, Roma, lo adquiere para obsequiar a Francisco Sandoval y Rojas V marqués de Denia y I duque de Lerma, pasó al monasterio de las Descalzas Reales, Madrid; Regalado al rey Francisco de Asís, Isabel II lo cede al Museo del Prado,1861.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f8/f8e4/f8e45a6f-7645-4e53-9fd5-cbdae7e8faac/9a332c5b-e47c-4ba3-99cd-fd484ba04401_832.jpg
P002825,"Weyden, Rogier van der",El Descendimiento,Antes de  1443,Óleo,Tabla,"Alto:204,5cm.;Ancho:261,5cm.",None,"Capilla de Nuestra Señora Extramuros de Lovaina (Bélgica); adquirido por María de Hungría, para la capilla del Palacio de Binche; posteriormente enviado a España, a la capilla de El Pardo; Colección Real (Monasterio de El Escorial, 1574-1936); depositada en el Museo del Prado por la Junta Delegada de Incautación, Protección y Conservación del Tesoro Artístico Nacional, 1936; por Decreto de 02-03-1943 quedó establecido su depósito en el Museo del Prado; depósito del Patrimonio Nacional perteneciente al Real Patronato del Monasterio de San Lorenzo de El Escorial",https://content3.cdnprado.net/imagenes/Documentos/imgsem/85/856d/856d822a-dd22-4425-bebd-920a1d416aa7/99bd59a4-7933-42cd-9453-fc4a5a0dcea0_832.jpg
P002720,"Mateu, Jaime(Atribuido a)",El arcángel Gabriel,1425 - 1450,Temple,Tabla,Alto:34cm.;Ancho:23cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f9/f950/f9508b1a-be12-4614-9443-f907e1bb2b8a/66e2f734-c01f-4004-8e63-af42a5ca42e0_832.jpg
P002721,"Mateu, Jaime(Atribuido a)",La Virgen anunciada,1425 - 1450,Temple,Tabla,Alto:34cm.;Ancho:23cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f6/f603/f603bcb1-50ab-4e35-b641-a6a761096084/296bf741-f32d-4d30-ba87-ead95013fb76_832.jpg
P007630,Anónimo,Petición de la mano de santa Úrsula,1425 - 1450,Temple,Tabla,"Alto:99,5cm.;Ancho:43,5cm.","Retablo Santa Úrsula, Convento de San Pablo de los Dominicos, Palencia","Convento de San Pablo de los Dominicos, Palencia; Antonio Gorostiza, Bilbao; Adquisición Fondos Legado Villaescusa, 1992.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/78/784f/784f99ae-002a-4bd7-92b9-a3f511e1e890/3e505b77-7059-4b3c-a639-7da9d8427b03_832.jpg
P007631,Anónimo,El embajador de Inglaterra da cuenta a su rey de los acontecimientos de su misión,1425 - 1450,Temple,Tabla,"Alto:99,5cm.;Ancho:45cm.","Retablo Santa Úrsula, Convento de San Pablo de los Dominicos, Palencia","Convento de San Pablo de los Dominicos, Palencia; Antonio Gorostiza, Bilbao; Adquisición Fondos Legado Villaescusa, 1992.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/52/5234/5234beea-7bfe-4ceb-9cdd-77692ac6073d/e502bafd-37f5-4ed5-9e05-16694b0f76e1_832.jpg
P007632,Anónimo,Bautismo de Conan en presencia de Santa Úrsula y su padre,1425 - 1450,Temple,Tabla,"Alto:100cm.;Ancho:47,5cm.","Retablo Santa Úrsula, Convento de San Pablo de los Dominicos, Palencia","Convento de San Pablo de los Dominicos, Palencia; Antonio Gorostiza, Bilbao; Adquisición Fondos Legado Villaescusa, 1992.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b1/b136/b1367ebc-65e2-4c30-b509-4e06b7a932d9/ee08842b-b92f-427d-a038-c258d41ef711_832.jpg
P007633,Anónimo,Llegada a Inglaterra de santa Úrsula,1425 - 1450,Temple,Tabla,"Alto:100cm.;Ancho:44,5cm.","Retablo Santa Úrsula, Convento de San Pablo de los Dominicos, Palencia","Convento de San Pablo de los Dominicos, Palencia; Antonio Gorostiza, Bilbao; Adquisición Fondos Legado Villaescusa, 1992.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5f/5fd8/5fd8f6c1-034d-4422-8090-8b5192152bae/fa341189-c6ef-423d-a275-c25f06eab667_832.jpg
P008234,"Angelico, Fra",Funeral de san Antonio Abad,1426 - 1430,Temple,Tabla de madera de chopo,"Alto:19,7cm.;Ancho:29,3cm.",None,"Colección Casa de Alba; donación Carlos Fitz-James Stuart y Martínez de Irujo, XIX Duque de Alba, 2016",https://content3.cdnprado.net/imagenes/Documentos/imgsem/1a/1af1/1af1dc35-845c-43d3-b701-f5f9747e3113/10c3c686-40bf-4b13-adb7-7d613b7cae39_832.jpg
P002844,"Ponte, Giovanni dal",Las Siete Artes Liberales,Hacia  1435,Temple,Tabla,Alto:56cm.;Ancho:155cm.,None,"Donación Francisco de Asís Cambó Batlle, 1941",https://content3.cdnprado.net/imagenes/Documentos/imgsem/89/89d9/89d9f351-fff6-4141-9efc-d5ea2951b488/a3eb516c-9470-4f14-a9ca-1b151569914c_832.jpg
P002722,"Weyden, Rogier van der","La Virgen con el Niño, llamada la Madonna Durán",1435 - 1438,Óleo,Tabla,Alto:100cm.;Ancho:52cm.,None,"Legado Pedro Fernández Durán y Bernaldo de Quirós, 1931",https://content3.cdnprado.net/imagenes/Documentos/imgsem/71/71ea/71eaabd3-2232-449e-9e01-4f302ebbe3e0/6d0af3a2-6f09-4399-909d-692a306b7b19_832.jpg
P008121,Maestro de Torralba,Retablo de la Virgen,1435 - 1440,Temple,Tabla,Alto:366cm.;Ancho:280cm.,None,"Zaragoza?, comarca de Calatayud?; colección Junyer, Barcelona, antes de 1971; colección Várez Fisa, Madrid; donación Familia Várez Fisa, 2013.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/8b/8b3e/8b3e5653-9268-407f-af5c-4042351854cf/9a81c888-3e1b-453a-8485-0af1574f72ba_832.jpg
P001332,Maestro de Arguis,Retablo de la leyenda de San Miguel,Hacia  1440,Temple,Tabla,Alto:344cm.;Ancho:160cm.,"Retablo de la iglesia de San Miguel, en Argüis (Huesca)","Argüis, Huesca, recogido por Paulino Savirón en 1869-71 para el Museo Arqueológico Nacional; ingresó en el Museo del Prado, por permuta, en 1920.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/83/83b9/83b9d84f-2347-4812-9a36-b1e70c7cee2a/3e1bc68a-7314-4e4f-add8-7cb1b6e1bdbe_832.jpg
P002538,Maestro de las Horas Collins,Tríptico con pasajes de la vida de Cristo,Hacia  1440,Grisalla;Óleo,Tabla de madera de roble,Alto:78cm.;Ancho:134cm.,None,"Familia Corella, Condes de Cocentaina, Valencia, s. XVI; Convento de monjas de la Encarnación, Valencia; adquirido a Eduardo Arévalo Carbó en 1931.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/39/3974/39740f98-336b-4d80-8120-bd6e0c4bd96f/4e4a7f5b-51b1-4916-b358-2977349f1966_832.jpg
P001513,"Campin, Robert",San Juan Bautista y el maestro franciscano Enrique de Werl,1438,Óleo,Tabla de madera de roble,Alto:101cm.;Ancho:47cm.,None,"Colección Real (Casita del Príncipe, El Escorial-Madrid, hasta antes de 1801, nº 257).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/28/28b9/28b9fdc8-467b-4528-8eba-de91581ccad5/c7bab894-92fb-453c-bfea-57edcec77f41_832.jpg
P001514,"Campin, Robert",Santa Bárbara,1438,Óleo,Tabla de madera de roble,Alto:101cm.;Ancho:47cm.,None,"Colección Real (Casita del Príncipe, El Escorial-Madrid, hasta antes de 1801, nº 257).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f2/f21c/f21cfe3c-9f74-4b9c-bc10-f59d7a721d4d/d6e675cb-679a-407c-a475-a4889ac6e078_832.jpg
P001461,"Bouts, Dirk",Tríptico de la vida de la Virgen,Hacia  1445,Óleo,Tabla,"Alto:81cm.;Ancho:202,6cm.",None,"Colección Real (colección de Felipe II, Real Monasterio de San Lorenzo, El Escoria, Madrid, 1584; encima de la puerta del refectorillo, 1839).",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ed/ed28/ed28d5db-1f03-441e-bbc4-010786805dde/be39209a-4a17-467b-bb78-def79d5bfc97_832.jpg
P001511,"Eyck, Jan van(Taller de)",La Fuente de la Gracia,1440 - 1450,Óleo,Tabla,Alto:181cm.;Ancho:119cm.,None,"Segovia, Monasterio de  Santa María del Parral, de monjes jerónimos, sacristía, hasta 1838; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f5/f578/f578c5af-b1d6-4ef8-aaa3-ae05a6dd2393/32b706d9-2aa1-4fa8-8cbb-e34bee8b4f91_832.jpg
P002540,"Weyden, Rogier van der(Taller de)",La Piedad,1440 - 1450,Óleo,Tabla,"Alto:46,8cm.;Ancho:34,5cm.",None,"Adquisición a la testamentaría de Fermín Lasala y Collado, duque viudo de Mandas y Villanueva, 1925.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/cd/cd09/cd093d63-f134-497a-b15b-3fb787f1f7ec/14eb9c35-58e0-44c9-bb33-3bdff29f348f_832.jpg
P001888,Maestro de la Redención del Prado,Tríptico de la Redención: la Crucifixión,Hacia  1450,Óleo,Tabla,Alto:195cm.;Ancho:172cm.,Tríptico de la Redención,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1872.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/06/06c4/06c4c300-1fa8-48d7-b63b-047c64882626/51488e81-99b1-4814-bcca-f53688da8f2a_832.jpg
P001889,Maestro de la Redención del Prado,Tríptico de la Redención: Adán y Eva expulsados del Paraíso,Hacia  1450,Óleo,Tabla,Alto:195cm.;Ancho:77cm.,Tríptico de la Redención,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1872.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/34/3402/340227fe-b880-4cae-8544-de902d02a4b0/cc62df4f-0057-4ef3-ace7-7f92bbb6ec19_832.jpg
P001890,Maestro de la Redención del Prado,Tríptico de la Redención: la moneda del César (Jesús y un apóstol),Hacia  1450,Grisalla;Óleo,Tabla,Alto:195cm.;Ancho:77cm.,Tríptico de la Redención,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1872.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/f3/f369/f3697350-6730-4018-b070-560a59d3ca0b/33230fac-6706-486f-9609-6a096e585b78_832.jpg
P001891,Maestro de la Redención del Prado,Tríptico de la Redención: el Juicio Final,Hacia  1450,Óleo,Tabla,Alto:195cm.;Ancho:77cm.,Tríptico de la Redención,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1872.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5dec/5dec2206-49ea-43e8-9852-bc4caad4f80c/34baaa96-4245-4240-9976-054cbef6fc65_832.jpg
P001892,Maestro de la Redención del Prado,Tríptico de la Redención: la moneda del César,Hacia  1450,Grisalla;Óleo,Tabla,Alto:195cm.;Ancho:77cm.,Tríptico de la Redención,"Madrid, Convento Real de Santa María de los Ángeles, de franciscanas clarisas (donación de Leonor de Mascareñas), 1564-1835; Museo de la Trinidad, 1835-1872.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6f/6f57/6f57cd8e-e0cd-409a-9002-100029c70481/36c2a479-3d43-4f6c-a96a-28376dfac5ff_832.jpg
P001921,"Christus, Petrus",La Virgen con el Niño,Hacia  1450,Óleo,Tabla,Alto:49cm.;Ancho:34cm.,None,"Piedrahita (Ávila), Convento del Risco, hasta 1839; Museo de la Trinidad.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/6a/6a11/6a1137df-7750-40e6-9760-7dcd7b9fcacf/ce5db247-f9ff-4685-a3a0-5eeb72e0ca3d_832.jpg
P008202,Jacomart(?),Santiago apóstol entronizado con donante,Hacia  1450,Óleo,Tabla,"Alto:161,5cm.;Ancho:105cm.;Fondo:6,5cm.;Alto (de luz):160cm.;Ancho (de luz):104,5cm.",None,"Colección Gottscheweski, Berlín; Trinidad von Scholtz-Hermensdorff, duquesa de Parcent, Madrid, después de 1914; Felix Fernández Valdés, Bilbao; Mercedes Zavala Fernández-Valdés; adquirido a Christie's Ibérica, Madrid, 2015.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/b5/b501/b501632b-e994-4c79-bec4-136ecddf4890/8756038c-5129-433d-96d6-ec7db1096312_832.jpg
P008184,Maestro del Tríptico del Zarzoso,Tríptico del Nacimiento de Jesús,Hacia  1450,Temple,Tabla,"Alto:136,5cm.;Ancho:152cm.",None,"Monasterio del Zarzoso, El Cabaco (Salamanca), de monjas terciarias franciscanas, desde fecha no determinada; ingresó en la Colección Várez Fisa, poco antes de 1970; en depósito en el Museo del Prado desde diciembre de 2013; adquirido a la Colección Várez Fisa por el Museo del Prado, en parte con fondos del legado Villaescusa, Madrid, 2014",https://content3.cdnprado.net/imagenes/Documentos/imgsem/ae/ae5e/ae5ee635-aa13-4609-af42-3ae9febb6980/777053c9-1410-4640-852d-5a8dd4c522b5_832.jpg
P002666,Maestro de Velilla de Jiloca,La Trinidad rodeada de ángeles,Hacia  1450,Técnica mixta,Tabla,Alto:97cm.;Ancho:86cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/79/790b/790b750a-6d31-439b-abb1-db96f21d8ff2/fccd8872-dbc4-4900-9e51-19ce3a4aeb76_832.jpg
P002545,"Francés, Nicolás",Retablo de la vida de la Virgen y de San Francisco,1445 - 1460,Óleo;Temple,Tabla,Alto:557cm.;Ancho:558cm.,"Retablo capilla de la granja del marquesado de Esteva de las Delicias, La Bañeza, León","Capilla de Esteva de las Delicias, La Bañeza (León); Ignacio Martínez lo vendió al Museo en 1932.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/84/84f4/84f4be5c-201b-49dc-a5ac-dbbf598aa96e/f91fbc09-e595-48fe-b8af-e3636a52acfd_832.jpg
P008122,"Reixach, Joan",San Antonio Abad,1450 - 1460,Temple,Tabla,Alto:91cm.;Ancho:64cm.,None,"Colección Várez Fisa, Madrid, antes de 1996; donación Familia Várez Fisa, 2013.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/5d/5d65/5d65ff77-87b4-44fa-8da0-dad1415763c1/4da57850-2e81-468a-a636-9db34321d8f9_832.jpg
P002683,Maestro de San Jorge y la princesa(Atribuido a),Un profeta (fragmento),1450 - 1475,Técnica mixta,Tabla,Alto:30cm.;Ancho:26cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/9a/9a0e/9a0ecb85-6bee-4488-ab9d-975b33521723/7969b1bb-5a59-4b79-9f10-d0fba3d6da38_832.jpg
P002671,Anónimo,Martirio de San Vicente. II,1450 - 1500,Técnica mixta,Tabla,Alto:250cm.;Ancho:84cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/cb/cb63/cb6336dc-9ded-4428-9426-1119684568a3/228da31c-d3fe-4f95-8fff-02a7f910062b_832.jpg
P002670,Anónimo,Martirio de San Vicente,1450 - 1500,Técnica mixta,Tabla,Alto:250cm.;Ancho:84cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fd/fde5/fde570ff-4efa-4112-aaec-1d9618b5feb0/bc43df24-fcd0-41b2-bbba-73a9e8313dc2_832.jpg
P003109,"Berruguete, Pedro",Resurrección de Cristo,Segunda mitad del siglo XV,Óleo,Tabla,Alto:96cm.;Ancho:57cm.,None,"Colección Yakichiro Suma, 1962; adquirido por la Junta de Exportación en 1962; asignado al Museo Nacional del Prado en 1965.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/fd/fdae/fdaef229-fd9b-4280-90f6-d422f3304037/088f53b8-1b10-4bac-8a25-6d6d8a2296a4_832.jpg
P002673,Anónimo,Martirio de San Sebastián,Segunda mitad del siglo XV,Temple,Tabla,Alto:86cm.;Ancho:60cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/2f/2f7e/2f7eef0c-9172-48db-808f-3d66b3978736/66983de5-78b4-45ad-89e4-26525a8df43b_832.jpg
P002674,Anónimo,Santa Irene arranca las flechas a San Sebastián,Segunda mitad del siglo XV,Temple,Tabla,Alto:86cm.;Ancho:60cm.,None,"Legado Pablo Bosch y Barrau, 1916",https://content3.cdnprado.net/imagenes/Documentos/imgsem/73/73bb/73bb6ba3-4fbe-4e77-b191-40ce8bd97cd1/bebf24aa-3049-4980-9f1c-639b9d070de3_832.jpg
P007818,"Sánchez, Juan-Pintor-",La Crucifixión,Hacia  1460,Técnica mixta,Tabla,Alto:232cm.;Ancho:120cm.,None,"Adquirido en Subastas Arte, Información y Gestión, Sevilla, 2002.",https://content3.cdnprado.net/imagenes/Documentos/imgsem/13/1359/1359feb4-a73d-4d15-ac79-2009b409d922/e7d138d0-b2bc-4278-a813-c772f4eb2747_832.jpg
